iter	MultiClass
213	0.7007121688
214	0.7006891786
215	0.7006452391
216	0.7006274582
217	0.700611217
218	0.7005806674
219	0.7005231248
220	0.70050027
221	0.7004710204
222	0.7004579259
223	0.7004355805
224	0.700404054
225	0.7003962077
226	0.7003652058
227	0.7003433606
228	0.7002855902
229	0.7002780002
230	0.700263266
231	0.7002344711
232	0.7002122863
233	0.7001991883
234	0.7001806818
235	0.7001648238
236	0.7001260347
237	0.7000938288
238	0.7000750849
239	0.7000411495
240	0.7000084076
241	0.6999832703
242	0.6999537457
243	0.6999342245
244	0.6999203987
245	0.6998767707
246	0.6998385348
247	0.6998114443
248	0.6997764542
249	0.6997278751
250	0.6996956501
251	0.6996800274
252	0.6996622635
253	0.6996515097
254	0.6996349657
255	0.699617273
256	0.6995941153
257	0.699566837
258	0.6995573186
259	0.6995248572
260	0.6995167736
261	0.6995052979
262	0.6994638633
263	0.6994428857
264	0.6994218432
265	0.6994026661
266	0.6993850902
267	0.6993586542
268	0.6993434306
269	0.6993236363
270	0.6992981302
271	0.6992769901
272	0.6992593605
273	0.6992441637
274	0.6992339395
275	0.6992104266
276	0.6991803976
277	0.6991708421
278	0.6991533497
279	0.6991353764
280	0.6991184905
281	0.6991064716
282	0.699098178
283	0.6990820951
284	0.6990715879
285	0.6990530579
286	0.6990351925
287	0.6990257576
288	0.6990068353
289	0.6989932291
290	0.6989708961
291	0.6989462882
292	0.6989245428
293	0.6989082502
294	0.6988955095
295	0.6988612349
296	0.6988420437
297	0.6988282739
298	0.6988051272
299	0.6987856737
300	0.6987768759
301	0.6987556771
302	0.6987413124
303	0.6987281707
304	0.6987111191
305	0.6986902394
306	0.6986725795
307	0.6986587844
308	0.6986469535
309	0.6986320351
310	0.6986190783
311	0.6986064075
312	0.698584442
313	0.6985582832
314	0.6985406685
315	0.6985128403
316	0.6984869063
317	0.6984643124
318	0.6984363661
319	0.698420244
320	0.6984008858
321	0.6983830573
322	0.6983574526
323	0.6983426638
324	0.6983311418
325	0.698316565
326	0.6983013083
327	0.6982962231
328	0.6982794048
329	0.698262832
330	0.6982526657
331	0.6982404277
332	0.6982165084
333	0.6981964528
334	0.6981750227
335	0.6981529843
336	0.6981357622
337	0.6981285687
338	0.6981138709
339	0.6980965764
340	0.6980786137
341	0.6980597101
342	0.6980349903
343	0.6980205412
344	0.698008579
345	0.69799303
346	0.6979774385
347	0.6979446865
348	0.6979284752
349	0.6979126379
350	0.6979068461
351	0.6978756567
352	0.6978630177
353	0.6978519901
354	0.6978136273
355	0.6977885369
356	0.6977610569
357	0.6977262926
358	0.697720831
359	0.6977026295
360	0.6976897249
361	0.6976701234
362	0.6976480721
363	0.6976424958
364	0.6976228742
365	0.6976007005
366	0.6975810531
367	0.6975685903
368	0.6975541019
369	0.6975253454
370	0.6975131338
371	0.6974954731
372	0.6974673627
373	0.6974551844
374	0.6974317695
375	0.6974157795
376	0.6974023426
377	0.6973866228
378	0.6973670669
379	0.6973477757
380	0.6973325908
381	0.6973113794
382	0.697285186
383	0.6972703216
384	0.6972566452
385	0.6972425526
386	0.6972343098
387	0.6972124261
388	0.6971910322
389	0.6971805893
390	0.6971639372
391	0.6971523714
392	0.6971316268
393	0.697111339
394	0.6970953002
395	0.6970802412
396	0.69705959
397	0.6970394995
398	0.697032848
399	0.6970137675
400	0.6970075515
401	0.6969852748
402	0.6969668991
403	0.696955775
404	0.6969416422
405	0.6969265664
406	0.6969067786
407	0.6968990594
408	0.6968799482
409	0.6968565454
410	0.6968375817
411	0.6968115736
412	0.6967965923
413	0.6967755224
414	0.6967544984
415	0.6967372861
416	0.696726294
417	0.696704474
418	0.6966846124
419	0.6966784553
420	0.6966563579
421	0.6966373931
422	0.6966166135
423	0.6966094398
424	0.6965908663
425	0.6965797975
426	0.6965654848
427	0.6965461147
428	0.6965294848
429	0.6965137007
430	0.6965018456
431	0.6964917598
432	0.6964764133
433	0.6964578977
434	0.6964405696
435	0.6964269865
436	0.6964157665
437	0.6964086001
438	0.6963985552
439	0.6963736692
440	0.6963628833
441	0.696346633
442	0.6963294078
443	0.6963109024
444	0.6962867363
445	0.6962572984
446	0.6962420446
447	0.696224692
448	0.6962105276
449	0.6961991251
450	0.6961912243
451	0.6961797732
452	0.6961670665
453	0.69614357
454	0.6961238632
455	0.6961083185
456	0.6960875222
457	0.6960689358
458	0.6960537837
459	0.6960344414
460	0.6960225579
461	0.6960112528
462	0.6959970649
463	0.6959848792
464	0.6959658154
465	0.6959460395
466	0.6959358023
467	0.6959132928
468	0.6959025396
469	0.6958927262
470	0.69587458
471	0.6958609332
472	0.6958450988
473	0.6958422386
474	0.6958210271
475	0.6958083744
476	0.6957985381
477	0.6957898221
478	0.6957706185
479	0.6957582955
480	0.6957457523
481	0.6957351474
482	0.6957224266
483	0.6957112111
484	0.6956934876
485	0.6956880745
486	0.6956656726
487	0.695655884
488	0.6956302152
489	0.6956260571
490	0.6956015385
491	0.6955790758
492	0.6955668385
493	0.6955400385
494	0.6955205333
495	0.6955030884
496	0.6954873949
497	0.6954840974
498	0.6954713638
499	0.6954573173
500	0.6954524123
501	0.6954293382
502	0.6954170005
503	0.6954015178
504	0.6953894637
505	0.6953728701
506	0.6953634006
507	0.6953509735
508	0.6953344307
509	0.695260055
510	0.6952469776
511	0.695229773
512	0.6952149579
513	0.6951987061
514	0.695185604
515	0.6951736593
516	0.6951546837
517	0.6951394936
518	0.6951223685
519	0.6951087777
520	0.695099437
521	0.6950820032
522	0.6950699282
523	0.6950502964
524	0.6950310436
525	0.695010813
526	0.694999502
527	0.6949868514
528	0.6949470867
529	0.6949354275
530	0.6949261208
531	0.6949032685
532	0.6948948982
533	0.6948807024
534	0.6948763607
535	0.6948608939
536	0.6948477173
537	0.6948347856
538	0.6948175406
539	0.6948053454
540	0.6947896977
541	0.6947748641
542	0.694763103
543	0.6947489796
544	0.6947344981
545	0.6947239171
546	0.6947102166
547	0.6946969168
548	0.6946793527
549	0.694667936
550	0.6946609262
551	0.6946263181
552	0.6946140669
553	0.6946030917
554	0.6945826332
555	0.6945692979
556	0.6945605594
557	0.6945540031
558	0.694542504
559	0.6945240196
560	0.6945049858
561	0.6944861132
562	0.6944605753
563	0.694445301
564	0.694430423
565	0.6944157515
566	0.6943987597
567	0.694380493
568	0.6943577058
569	0.6943465558
570	0.6943269576
571	0.6943188991
572	0.6943112222
573	0.6942913175
574	0.6942637509
575	0.6942447986
576	0.6942308111
577	0.6942215817
578	0.6942077721
579	0.6941940516
580	0.6941779986
581	0.6941659768
582	0.6941519559
583	0.6941293978
584	0.6941102304
585	0.6941002439
586	0.6940834857
587	0.6940707116
588	0.6940563292
589	0.6940416912
590	0.6940187897
591	0.6940025876
592	0.6939798574
593	0.6939646842
594	0.6939527194
595	0.6939356284
596	0.6939157068
597	0.6939026974
598	0.6938919068
599	0.6938871433
600	0.6938797739
601	0.6938673282
602	0.6938570721
603	0.6938426621
604	0.6938298498
605	0.6938161932
606	0.6938035196
607	0.6937909655
608	0.6937842155
609	0.6937675273
610	0.693751886
611	0.6937316404
612	0.6937113579
613	0.6936905258
614	0.6936720602
615	0.6936550925
616	0.6936506533
617	0.6936322817
618	0.6936240134
619	0.6936092348
620	0.6936004553
621	0.6935899742
622	0.6935758142
623	0.6935608523
624	0.6935471332
625	0.6935392336
626	0.6935252637
627	0.6935088184
628	0.693501805
629	0.6934908858
630	0.6934753133
631	0.6934573474
632	0.6934471307
633	0.6934362479
634	0.6934227055
635	0.6933989277
636	0.6933900037
637	0.6933792446
638	0.6933658823
639	0.6933581162
640	0.6933402082
641	0.6933265511
642	0.6933126306
643	0.693297109
644	0.6932881904
645	0.6932738
646	0.6932509621
647	0.6932295181
648	0.6932263905
649	0.6932147852
650	0.6931943728
651	0.6931806737
652	0.6931720543
653	0.6931540452
654	0.6931459978
655	0.6931411839
656	0.693130492
657	0.6931201718
658	0.6931068247
659	0.6930956499
660	0.6930856251
661	0.6930747191
662	0.693061521
663	0.6930533459
664	0.6930342822
665	0.6930195403
666	0.6930008258
667	0.6929918907
668	0.6929794266
669	0.6929671933
670	0.6929533157
671	0.6929408757
672	0.6929228797
673	0.6929119814
674	0.692898274
675	0.692887672
676	0.6928712215
677	0.6928598367
678	0.6928439672
679	0.6928312006
680	0.692818139
681	0.6928142564
682	0.6927955753
683	0.6927788446
684	0.6927638482
685	0.6927443503
686	0.6927336617
687	0.6927174097
688	0.6926947191
689	0.6926810166
690	0.6926624536
691	0.6926371721
692	0.692628523
693	0.6926202513
694	0.6926087143
695	0.6925933511
696	0.6925845902
697	0.6925763441
698	0.6925629492
699	0.692550462
700	0.6925401478
701	0.6925197285
702	0.6925074689
703	0.6924954638
704	0.6924825441
705	0.6924689297
706	0.6924509953
707	0.6924421572
708	0.6924298629
709	0.6924195632
710	0.6924042708
711	0.6923851552
712	0.692372652
713	0.6923535044
714	0.6923354782
715	0.6923270733
716	0.6923128407
717	0.6923047729
718	0.6922967541
719	0.692283978
720	0.6922690145
721	0.6922491872
722	0.6922356038
723	0.6922209554
724	0.6921981313
725	0.6921879851
726	0.6921706767
727	0.6921572284
728	0.6921491743
729	0.6921356383
730	0.6921229884
731	0.6921161967
732	0.6921066989
733	0.692096886
734	0.6920800436
735	0.6920642631
736	0.6920494849
737	0.6920312325
738	0.6920151398
739	0.6919952261
740	0.6919825037
741	0.6919672122
742	0.6919560125
743	0.6919491031
744	0.6919393912
745	0.691931801
746	0.6919227004
747	0.6919119065
748	0.6918974589
749	0.6918836598
750	0.6918664485
751	0.6918564103
752	0.6918493601
753	0.6918400369
754	0.6918342787
755	0.691821639
756	0.6918109318
757	0.6917929922
758	0.691776968
759	0.6917622935
760	0.6917458817
761	0.6917340382
762	0.6917216856
763	0.6917100241
764	0.6917034181
765	0.6916953281
766	0.6916779433
767	0.6916653725
768	0.691654108
769	0.6916407069
770	0.6916352851
771	0.6916167932
772	0.6916100424
773	0.6915959031
774	0.6915880157
775	0.691572643
776	0.691554686
777	0.6915409067
778	0.6915286344
779	0.6915206307
780	0.6914994995
781	0.691489353
782	0.6914806805
783	0.6914679588
784	0.69146144
785	0.691450058
786	0.6914315906
787	0.6914241959
788	0.691404883
789	0.6913951996
790	0.6913819325
791	0.6913560488
792	0.6913363796
793	0.6913221481
794	0.6913056234
795	0.6912900078
796	0.6912684381
797	0.6912505838
798	0.6912385767
799	0.6912275122
800	0.6912184535
801	0.6912070715
802	0.6911914015
803	0.6911770708
804	0.6911674747
805	0.6911556158
806	0.691144142
807	0.6911398412
808	0.6911194899
809	0.6911060516
810	0.6910923873
811	0.6910773429
812	0.6910667671
813	0.6910495372
814	0.6910370563
815	0.6910222284
816	0.6910090396
817	0.690988972
818	0.6909769749
819	0.6909608704
820	0.6909531053
821	0.6909407425
822	0.6909274795
823	0.6909123931
824	0.6908947072
825	0.6908808213
826	0.6908666192
827	0.690861892
828	0.6908443695
829	0.6908161555
830	0.6908098281
831	0.6908013257
832	0.6907802735
833	0.6907608002
834	0.6907496513
835	0.6907317359
836	0.6907134191
837	0.690705909
838	0.6906941581
839	0.6906837179
840	0.6906730226
841	0.6906619912
842	0.6906472378
843	0.6906339482
844	0.6906272028
845	0.6906175021
846	0.6906117169
847	0.6905994314
848	0.6905885807
849	0.6905845264
850	0.6905738484
851	0.6905634127
852	0.6905551141
853	0.6905445849
854	0.6905340574
855	0.6905197928
856	0.6905125327
857	0.6905024546
858	0.6904978395
859	0.6904840379
860	0.6904714141
861	0.690455004
862	0.690442352
863	0.6904341173
864	0.6904233543
865	0.6904114777
866	0.6903985607
867	0.6903859238
868	0.6903688746
869	0.6903555287
870	0.6903438567
871	0.6903254296
872	0.6903144769
873	0.6903064622
874	0.6902824528
875	0.6902762752
876	0.6902695442
877	0.6902526721
878	0.6902457128
879	0.6902330223
880	0.6902229104
881	0.6902125032
882	0.6902025022
883	0.690188247
884	0.6901704754
885	0.6901533669
886	0.6901430411
887	0.6901334468
888	0.690127831
889	0.6901081545
890	0.6901007936
891	0.6900926214
892	0.6900733669
893	0.6900631914
894	0.6900472701
895	0.6900339126
896	0.6900271972
897	0.6900192589
898	0.6900141022
899	0.6899942096
900	0.6899859685
901	0.6899699347
902	0.6899556574
903	0.6899444795
904	0.6899229836
905	0.689907856
906	0.689892666
907	0.6898772264
908	0.6898665034
909	0.6898584194
910	0.6898460807
911	0.6898256777
912	0.6898165402
913	0.6898071029
914	0.6897820111
915	0.6897603057
916	0.6897508646
917	0.6897375606
918	0.6897185799
919	0.6897048289
920	0.6897009684
921	0.6896836694
922	0.6896709553
923	0.6896608541
924	0.6896507297
925	0.6896339057
926	0.6896280387
927	0.689616624
928	0.6896067599
929	0.6895982909
930	0.6895872098
931	0.6895711847
932	0.6895573647
933	0.6895511241
934	0.6895380529
935	0.6895266899
936	0.689514359
937	0.6895013499
938	0.6894939787
939	0.6894766172
940	0.6894556252
941	0.6894444147
942	0.689437101
943	0.6894202782
944	0.6894065625
945	0.6893948778
946	0.6893871104
947	0.6893660991
948	0.689354132
949	0.6893384506
950	0.6893223982
951	0.6893186738
952	0.6893102761
953	0.6893046494
954	0.6892900549
955	0.689277881
956	0.6892649888
957	0.6892567638
958	0.689243195
959	0.6892352219
960	0.6892234847
961	0.6892198578
962	0.6892180873
963	0.6892071119
964	0.689196994
965	0.6891891956
966	0.6891763225
967	0.6891528607
968	0.6891407136
969	0.6891355596
970	0.6891217872
971	0.689116278
972	0.6891062908
973	0.6890967826
974	0.6890863677
975	0.6890808072
976	0.689072241
977	0.6890575434
978	0.6890490203
979	0.6890335142
980	0.6890233966
981	0.6890131951
982	0.6890019267
983	0.6889918836
984	0.6889811838
985	0.6889699963
986	0.6889547768
987	0.6889412673
988	0.6889286615
989	0.6889245355
990	0.6889131555
991	0.688902453
992	0.6888909686
993	0.6888841018
994	0.6888738128
995	0.6888659128
996	0.6888550203
997	0.6888428381
998	0.6888232671
999	0.6888158885
