iter	MultiClass
126	0.7135533041
127	0.7135211589
128	0.7134899584
129	0.7134528086
130	0.7133335068
131	0.7131649242
132	0.7131289826
133	0.7130880694
134	0.712949051
135	0.7129129687
136	0.7128009697
137	0.7127847126
138	0.7127544705
139	0.7126556496
140	0.7126177552
141	0.7125962812
142	0.7125532382
143	0.7125389405
144	0.7124909962
145	0.7124498506
146	0.7124164027
147	0.7123935789
148	0.712372907
149	0.7122964542
150	0.7122427734
151	0.7121825172
152	0.7121016844
153	0.7120803359
154	0.7120196678
155	0.7118758447
156	0.7117864461
157	0.7117132007
158	0.7116797315
159	0.7116469508
160	0.7116244514
161	0.7115656848
162	0.7115008195
163	0.7114640972
164	0.7114198723
165	0.7113493467
166	0.7112887386
167	0.7112271038
168	0.7111919079
169	0.7111357688
170	0.7110750567
171	0.7110595606
172	0.7110199595
173	0.7109751542
174	0.7109469925
175	0.7109015118
176	0.7108663352
177	0.7108089045
178	0.7107504955
179	0.7107255227
180	0.7107168965
181	0.7106768276
182	0.710649366
183	0.7106085225
184	0.7105649198
185	0.7105391909
186	0.7105069341
187	0.7104833967
188	0.7104414211
189	0.7103898386
190	0.7103058243
191	0.7102632769
192	0.7102141396
193	0.7101527454
194	0.7101251701
195	0.7100464509
196	0.7100107667
197	0.7099736052
198	0.7099325763
199	0.7098843009
200	0.7098113816
201	0.7097635792
202	0.7097336408
203	0.7096854118
204	0.7096680431
205	0.709655995
206	0.7096344959
207	0.7095851088
208	0.7095365031
209	0.7095101154
210	0.709469228
211	0.7094398993
212	0.7093957651
213	0.709363769
214	0.7093283644
215	0.7093058878
216	0.7092726863
217	0.709236025
218	0.7091750354
219	0.7091303735
220	0.7091209388
221	0.7090928013
222	0.7090424512
223	0.7089967319
224	0.7089583865
225	0.7089096199
226	0.7088776531
227	0.7088505145
228	0.7088175173
229	0.7087756062
230	0.7087321853
231	0.7086400682
232	0.7086083244
233	0.7085768672
234	0.7085213033
235	0.7084847153
236	0.7084379218
237	0.7083950545
238	0.7083704959
239	0.7083477405
240	0.7081971417
241	0.708156798
242	0.7081300812
243	0.7080943895
244	0.7080516074
245	0.7080154443
246	0.7079662801
247	0.7079456747
248	0.7079078421
249	0.7078888026
250	0.7078473061
251	0.707819819
252	0.7078068438
253	0.7077849722
254	0.7077534682
255	0.7076891707
256	0.7076672716
257	0.7076245624
258	0.7075995389
259	0.7075626424
260	0.7075464719
261	0.7075122114
262	0.7074799284
263	0.7074506034
264	0.7074236543
265	0.707387464
266	0.7073668072
267	0.7073281235
268	0.7073096494
269	0.7072934864
270	0.7072720329
271	0.7072576616
272	0.7072184872
273	0.70717649
274	0.7071275262
275	0.7071057452
276	0.7070749469
277	0.7070542835
278	0.70703827
279	0.7069873248
280	0.7069614993
281	0.7069287414
282	0.706909127
283	0.7068455794
284	0.7068294765
285	0.7067955348
286	0.7067567917
287	0.7067382311
288	0.7067149437
289	0.7066855957
290	0.7066683005
291	0.706629275
292	0.7065973016
293	0.7065569129
294	0.7065362918
295	0.7065152534
296	0.7064809128
297	0.7064715032
298	0.7064166858
299	0.7063789703
300	0.7063183891
301	0.7062928321
302	0.7062548511
303	0.7062083146
304	0.7061820544
305	0.706141686
306	0.7061043803
307	0.7060876747
308	0.7060615132
309	0.7060301767
310	0.7059917604
311	0.7059572672
312	0.7059146262
313	0.7058855025
314	0.7058623282
315	0.7058317181
316	0.7057930325
317	0.7057721373
318	0.7057465213
319	0.7056875683
320	0.7056492255
321	0.7055964263
322	0.7055668866
323	0.7055299216
324	0.7055023066
325	0.705475035
326	0.7054413768
327	0.7054228095
328	0.7053754517
329	0.7053574363
330	0.7053365021
331	0.7053008007
332	0.7052767884
333	0.7052504276
334	0.7052267209
335	0.7052085529
336	0.7051659844
337	0.7051269611
338	0.7050817971
339	0.7050371692
340	0.7049981192
341	0.7049888581
342	0.7049540141
343	0.7049243625
344	0.7049087782
345	0.7048732015
346	0.7048418706
347	0.7048196303
348	0.704779371
349	0.70476257
350	0.7047279885
351	0.7047095695
352	0.7046836293
353	0.7046595332
354	0.7046332727
355	0.704607517
356	0.704562346
357	0.704533587
358	0.7045001806
359	0.7044627419
360	0.7044513046
361	0.7044256233
362	0.7044011467
363	0.7043459476
364	0.7043320675
365	0.7043198712
366	0.7042836076
367	0.7042414509
368	0.7042117588
369	0.7041730444
370	0.7041565843
371	0.7041349629
372	0.7040940389
373	0.7040766134
374	0.7040674068
375	0.7040419455
376	0.7040093772
377	0.7039751245
378	0.7039576161
379	0.7039362137
380	0.7039142365
381	0.7038897283
382	0.7038567253
383	0.7038475875
384	0.7038197659
385	0.7037887389
386	0.7037529392
387	0.7037287947
388	0.7037054042
389	0.7036916273
390	0.7036768851
391	0.7036413928
392	0.7036065716
393	0.7035708285
394	0.7035586489
395	0.7035373483
396	0.703490267
397	0.7034498939
398	0.7034018439
399	0.7033701857
400	0.7033584629
401	0.7033366026
402	0.7033113337
403	0.7032871055
404	0.7032771305
405	0.7032562695
406	0.7032256927
407	0.7032072979
408	0.7031884265
409	0.703157969
410	0.7031123346
411	0.7031002108
412	0.7030816016
413	0.7030642967
414	0.7030489861
415	0.7029982852
416	0.7029472536
417	0.7028881386
418	0.7028644467
419	0.7028312802
420	0.7028086788
421	0.7027663991
422	0.7027484089
423	0.7027155218
424	0.7026948379
425	0.7026543442
426	0.702636932
427	0.7025959316
428	0.7025711487
429	0.702544065
430	0.7025130203
431	0.7024877035
432	0.702453026
433	0.7024171635
434	0.7023777929
435	0.7023469781
436	0.7023108523
437	0.7022692833
438	0.7022475905
439	0.7022014623
440	0.7021693142
441	0.702144025
442	0.702111756
443	0.7020954414
444	0.7020589674
445	0.7020243802
446	0.7019999536
447	0.7019573987
448	0.7019459287
449	0.701916031
450	0.7018963949
451	0.7018827586
452	0.7018621474
453	0.7018378412
454	0.7018114917
455	0.7017860503
456	0.7017561261
457	0.701715505
458	0.7016864931
459	0.701652282
460	0.7016077619
461	0.7015635628
462	0.7015156826
463	0.7014889125
464	0.7014587261
465	0.7014395636
466	0.701416355
467	0.7013872044
468	0.7013648509
469	0.7013571612
470	0.7013295191
471	0.7013039604
472	0.7012655851
473	0.701245789
474	0.7012187673
475	0.7011848235
476	0.7011550964
477	0.7011200633
478	0.7010843746
479	0.7010450843
480	0.7010315853
481	0.700994447
482	0.7009758572
483	0.7009510977
484	0.7009276351
485	0.7009010804
486	0.7008794455
487	0.7008389498
488	0.7008117163
489	0.7007870858
490	0.7007629474
491	0.7007316649
492	0.7007026299
493	0.7006801813
494	0.700662674
495	0.7006453505
496	0.7006314754
497	0.7006010542
498	0.7005768878
499	0.7005528232
500	0.7005221984
501	0.7004976741
502	0.7004738327
503	0.7004388451
504	0.7004236217
505	0.7003889235
506	0.7003750681
507	0.7003511911
508	0.7003313584
509	0.7003057088
510	0.7002745998
511	0.7002591516
512	0.7002186598
513	0.7001840901
514	0.7001750026
515	0.7001571694
516	0.7001165484
517	0.7001035557
518	0.7000885005
519	0.7000584283
520	0.7000418511
521	0.7000340413
522	0.7000009839
523	0.6999740766
524	0.6999377983
525	0.6999092562
526	0.6998801284
527	0.6998537119
528	0.6998197034
529	0.6997978278
530	0.6997833228
531	0.6997629264
532	0.6997486049
533	0.699724818
534	0.699704167
535	0.699694698
536	0.6996742332
537	0.6996307775
538	0.699586994
539	0.6995658592
540	0.6995530359
541	0.699539979
542	0.6994614722
543	0.6994309885
544	0.6994061351
545	0.6993827868
546	0.6993594639
547	0.6993255928
548	0.6992906189
549	0.6992643
550	0.6992495754
551	0.6992310767
552	0.6992041338
553	0.6991831263
554	0.6991453575
555	0.6991318743
556	0.6990939584
557	0.699073174
558	0.6990499795
559	0.6990196966
560	0.699003099
561	0.6989897937
562	0.6989681028
563	0.6989410957
564	0.6989233173
565	0.6989035827
566	0.6988902638
567	0.6988660925
568	0.69883977
569	0.6988146059
570	0.6987833255
571	0.6987551346
572	0.6987298745
573	0.6986918453
574	0.6986696961
575	0.6986577923
576	0.6986330816
577	0.698605581
578	0.6985792424
579	0.6985478063
580	0.6985404508
581	0.6985200553
582	0.6984932747
583	0.6984784697
584	0.6984534585
585	0.6984343788
586	0.6984128639
587	0.698378226
588	0.6983521076
589	0.6983326725
590	0.6983014728
591	0.6982726832
592	0.6982360933
593	0.6982058257
594	0.6981800519
595	0.6981583486
596	0.6981486735
597	0.6981221218
598	0.6980941757
599	0.6980782752
600	0.6980510231
601	0.6980357196
602	0.6980279457
603	0.6980040549
604	0.697978415
605	0.6979495968
606	0.697923976
607	0.6979038567
608	0.6978798936
609	0.697859901
610	0.6978333726
611	0.6978068346
612	0.6977832321
613	0.6977700142
614	0.6977562077
615	0.6977311151
616	0.6977103485
617	0.6976923301
618	0.697672446
619	0.6976450576
620	0.6976130782
621	0.6976010878
622	0.697542121
623	0.6975229194
624	0.6974963668
625	0.6974756496
626	0.6974585116
627	0.6974334918
628	0.6973975555
629	0.697378619
630	0.6973507123
631	0.6973402768
632	0.6973162457
633	0.6972875312
634	0.697257483
635	0.6972314746
636	0.6972039076
637	0.6971737423
638	0.6971643564
639	0.6971541231
640	0.6971335292
641	0.6971159218
642	0.6970906411
643	0.6970781827
644	0.6970554049
645	0.6970359465
646	0.697026525
647	0.697011564
648	0.6969891787
649	0.6969783749
650	0.6969597821
651	0.6969347399
652	0.6969121227
653	0.6968737291
654	0.6968512569
655	0.6968337113
656	0.6968259403
657	0.6968109153
658	0.6967983146
659	0.6967829135
660	0.696759032
661	0.6967190222
662	0.6966953825
663	0.6966802019
664	0.6966527531
665	0.696626912
666	0.6965998952
667	0.6965866719
668	0.6965756296
669	0.6965645632
670	0.6965467226
671	0.6965087735
672	0.6964718249
673	0.6964483702
674	0.6964279805
675	0.696411228
676	0.6963813561
677	0.6963643547
678	0.6963399234
679	0.6963127334
680	0.6962818697
681	0.6962658866
682	0.6962397649
683	0.6962135882
684	0.6961993706
685	0.6961897923
686	0.6961655079
687	0.6961319063
688	0.696118245
689	0.696101459
690	0.6960859594
691	0.6960577638
692	0.6960361572
693	0.6959913239
694	0.6959655419
695	0.6959556361
696	0.6959384718
697	0.6959153216
698	0.6958944428
699	0.6958805041
700	0.6958592876
701	0.6958350414
702	0.6958181298
703	0.6957930237
704	0.695767637
705	0.6957435554
706	0.6957205612
707	0.6956900351
708	0.6956691953
709	0.6956393366
710	0.6956042663
711	0.695585059
712	0.695569315
713	0.6955524845
714	0.6955441321
715	0.695520479
716	0.6954982835
717	0.6954882325
718	0.6954576201
719	0.6954263455
720	0.6953951788
721	0.6953666306
722	0.6953367153
723	0.6953049776
724	0.6952895759
725	0.6952715888
726	0.6952399278
727	0.6952223187
728	0.6952125264
729	0.6951866398
730	0.6951720098
731	0.695151096
732	0.6951388304
733	0.6951232523
734	0.6951111814
735	0.6950852907
736	0.6950654814
737	0.6950442645
738	0.6950206789
739	0.6949971526
740	0.694975839
741	0.6949496671
742	0.6949191092
743	0.694894443
744	0.6948720064
745	0.6948448932
746	0.6948251749
747	0.6948069424
748	0.6947871926
749	0.6947664756
750	0.6947498426
751	0.6947283005
752	0.694691755
753	0.6946862987
754	0.6946674318
755	0.6946386639
756	0.6946137651
757	0.6945996773
758	0.6945849622
759	0.6945500453
760	0.6945112962
761	0.6944983159
762	0.6944717165
763	0.694450239
764	0.6944311753
765	0.6944060352
766	0.6943831967
767	0.694312666
768	0.6942845701
769	0.6942668083
770	0.6942445437
771	0.6942217382
772	0.6942100203
773	0.6941816488
774	0.6941602966
775	0.6941405671
776	0.6941112818
777	0.6940817868
778	0.6940294237
779	0.6940130005
780	0.6939990656
781	0.6939806634
782	0.6939624067
783	0.6939473986
784	0.6939262219
785	0.6939099854
786	0.6938896273
787	0.6938711712
788	0.6938544971
789	0.6938279046
790	0.693807422
791	0.6937822435
792	0.6937536754
793	0.6937247338
794	0.6937022159
795	0.6936928741
796	0.6936718144
797	0.6936538743
798	0.693632084
799	0.6936157373
800	0.6935867252
801	0.6935505269
802	0.6935231366
803	0.6934925451
804	0.6934716088
805	0.6934536949
806	0.693430476
807	0.6934197559
808	0.6934051333
809	0.6933847707
810	0.6933785158
811	0.6933666021
812	0.6933400168
813	0.6933240118
814	0.6932982123
815	0.6932933003
816	0.6932742573
817	0.6932452865
818	0.6932244284
819	0.6932042905
820	0.6931821863
821	0.6931627689
822	0.69314445
823	0.6931200806
824	0.6930997806
825	0.6930810862
826	0.6930570929
827	0.6930414128
828	0.6930205802
829	0.692991806
830	0.6929694813
831	0.6929221129
832	0.692915543
833	0.6928896647
834	0.6928693055
835	0.6928523163
836	0.6928372205
837	0.6928220978
838	0.6927993653
839	0.6927784483
840	0.6927576089
841	0.692740417
842	0.6927131792
843	0.6926943968
844	0.6926704467
845	0.6926514686
846	0.6926268592
847	0.6925990518
848	0.6925657579
849	0.6925587183
850	0.692551543
851	0.692529456
852	0.6925081841
853	0.6924909533
854	0.692475195
855	0.6924545517
856	0.692436234
857	0.6924118844
858	0.6923854209
859	0.6923765584
860	0.6923649914
861	0.6923457178
862	0.6923227281
863	0.6923105175
864	0.6922960595
865	0.6922700381
866	0.6922545271
867	0.6922357123
868	0.6922082508
869	0.6921740607
870	0.6921496659
871	0.6921190744
872	0.6921027655
873	0.6920923189
874	0.6920721672
875	0.6920554716
876	0.6920421491
877	0.6920338972
878	0.692018309
879	0.6919895524
880	0.6919579119
881	0.691938155
882	0.6919285971
883	0.69189657
884	0.6918732736
885	0.6918576156
886	0.6918399538
887	0.691811164
888	0.6917836059
889	0.6917674972
890	0.6917578865
891	0.6917295798
892	0.6917035858
893	0.6916881824
894	0.6916649616
895	0.6916548647
896	0.6916447469
897	0.6916118742
898	0.6915943929
899	0.6915737406
900	0.6915260393
901	0.6915111209
902	0.69148318
903	0.6914673368
904	0.6914438595
905	0.6914190464
906	0.6914022516
907	0.6913805075
908	0.6913617622
909	0.6913474788
910	0.6913361504
911	0.6913178445
912	0.6912965092
913	0.6912683935
914	0.691253214
915	0.6912233511
916	0.6912159979
917	0.6911868018
918	0.691164862
919	0.6911468752
920	0.6911252846
921	0.6911047187
922	0.6910917505
923	0.6910763797
924	0.6910500652
925	0.6910346923
926	0.6910045581
927	0.6909917623
928	0.6909730339
929	0.690947011
930	0.6909245123
931	0.6909033155
932	0.6908902655
933	0.690859736
934	0.6908419113
935	0.6908287374
936	0.6908023181
937	0.6907897173
938	0.6907757508
939	0.6907512035
940	0.6907359472
941	0.6907295682
942	0.6907236804
943	0.6907174134
944	0.690693747
945	0.6906700944
946	0.6906570536
947	0.6906390787
948	0.6906204823
949	0.6906074386
950	0.6905923588
951	0.6905693407
952	0.6905577614
953	0.6905397336
954	0.6905184839
955	0.6904967467
956	0.690479197
957	0.6904529054
958	0.690429021
959	0.6904075888
960	0.6903954704
961	0.6903537425
962	0.690329427
963	0.6902997965
964	0.6902836691
965	0.6902756186
966	0.6902446563
967	0.6902076448
968	0.690182755
969	0.6901627846
970	0.6901524669
971	0.6901344116
972	0.690118104
973	0.6900934913
974	0.6900727938
975	0.6900597063
976	0.6900390723
977	0.6900107619
978	0.6899956924
979	0.6899679047
980	0.6899522363
981	0.6899345985
982	0.6899084597
983	0.6898936415
984	0.689869473
985	0.6898490076
986	0.6898234762
987	0.6898095353
988	0.6897902254
989	0.689760196
990	0.6897514463
991	0.6897396117
992	0.6897216509
993	0.6896941649
994	0.6896725432
995	0.6896547692
996	0.6896356998
997	0.6896194047
998	0.6895960949
999	0.6895744136
